layer,neuron,activation,dropout,optimizer,learning rate,L1/L2,momentum,r2_error
6,120,tanh,0.2,SGD,0.0005,1.00E-05,0.9,0.62101918
6,120,relu,0.4,SGD,0.01,0,0.9,0.725887758
6,120,relu,0.4,SGD,0.01,1.00E-05,0.9,0.708186282
6,120,relu,0.4,SGD,0.001,0,0.9,0.69290127
6,120,relu,0.4,SGD,0.001,1.00E-05,0.9,0.691646905
6,120,relu,0.4,SGD,0.0005,0,0.9,0.638235331
6,120,relu,0.4,SGD,0.0005,1.00E-05,0.9,0.650919083
6,120,tanh,0.4,SGD,0.01,0,0.9,-0.098526326
6,120,tanh,0.4,SGD,0.01,1.00E-05,0.9,-0.717862263
6,120,tanh,0.4,SGD,0.001,0,0.9,0.234948378
6,120,tanh,0.4,SGD,0.001,1.00E-05,0.9,0.239879913
6,120,tanh,0.4,SGD,0.0005,0,0.9,0.425498222
6,120,tanh,0.4,SGD,0.0005,1.00E-05,0.9,0.403567416
8,40,relu,0.2,Adam,0.01,0.0,,0.5404625077762831
8,40,relu,0.2,Adam,0.01,1e-05,,0.5677133481257928
8,40,relu,0.2,Adam,0.001,0.0,,0.706083957155774
8,40,relu,0.2,Adam,0.001,1e-05,,0.7400430777561939
8,40,relu,0.2,Adam,0.0005,0.0,,0.6536457741357196
8,40,relu,0.2,Adam,0.0005,1e-05,,0.683761290317698
8,40,tanh,0.2,Adam,0.01,0.0,,0.49122116821238293
8,40,tanh,0.2,Adam,0.01,1e-05,,0.5578146156303049
8,40,tanh,0.2,Adam,0.001,0.0,,0.683006976203183
8,40,tanh,0.2,Adam,0.001,1e-05,,0.5951077508706426
8,40,tanh,0.2,Adam,0.0005,0.0,,0.28057371274016785
8,40,tanh,0.2,Adam,0.0005,1e-05,,0.3449635696825485
8,40,relu,0.4,Adam,0.01,0.0,,-0.08425552084342436
8,40,relu,0.4,Adam,0.01,1e-05,,-0.03065563417124939
8,40,relu,0.4,Adam,0.001,0.0,,0.5950318543468422
8,40,relu,0.4,Adam,0.001,1e-05,,0.6114453897238361
8,40,relu,0.4,Adam,0.0005,0.0,,0.5493473071117341
8,40,relu,0.4,Adam,0.0005,1e-05,,0.5409124379483115
8,40,tanh,0.4,Adam,0.01,0.0,,0.3679330858803157
8,40,tanh,0.4,Adam,0.01,1e-05,,0.3090038677092496
8,40,tanh,0.4,Adam,0.001,0.0,,0.3138380997014578
8,40,tanh,0.4,Adam,0.001,1e-05,,0.2818674083307815
8,40,tanh,0.4,Adam,0.0005,0.0,,0.2175255725261731
8,40,tanh,0.4,Adam,0.0005,1e-05,,0.29995401942100486
8,80,relu,0.2,Adam,0.01,0.0,,-0.09328315718540248
8,80,relu,0.2,Adam,0.01,1e-05,,-0.04762148206682415
8,80,relu,0.2,Adam,0.001,0.0,,0.7572305101007878
8,80,relu,0.2,Adam,0.001,1e-05,,0.7643923839206376
8,80,relu,0.2,Adam,0.0005,0.0,,0.7603796727461409
8,80,relu,0.2,Adam,0.0005,1e-05,,0.735768235204425
8,80,tanh,0.2,Adam,0.01,0.0,,0.5419409458802218
8,80,tanh,0.2,Adam,0.01,1e-05,,0.5498967780148547
8,80,tanh,0.2,Adam,0.001,0.0,,0.7024340928503358
8,80,tanh,0.2,Adam,0.001,1e-05,,0.6508599009899363
8,80,tanh,0.2,Adam,0.0005,0.0,,-4.009691100559998
8,80,tanh,0.2,Adam,0.0005,1e-05,,-3.9945638063626188
8,80,relu,0.4,Adam,0.01,0.0,,-0.08121876946968265
8,80,relu,0.4,Adam,0.01,1e-05,,-0.08618416021589836
8,80,relu,0.4,Adam,0.001,0.0,,0.6385250331707086
8,80,relu,0.4,Adam,0.001,1e-05,,0.6981956847637227
8,80,relu,0.4,Adam,0.0005,0.0,,0.6445641103610642
8,80,relu,0.4,Adam,0.0005,1e-05,,0.682550926348541
8,80,tanh,0.4,Adam,0.01,0.0,,0.2584165004228556
8,80,tanh,0.4,Adam,0.01,1e-05,,0.4186716205832469
8,80,tanh,0.4,Adam,0.001,0.0,,0.009575223210262718
8,80,tanh,0.4,Adam,0.001,1e-05,,0.011101159576255015
8,80,tanh,0.4,Adam,0.0005,0.0,,-1.0333493718196243
8,80,tanh,0.4,Adam,0.0005,1e-05,,-1.3970268177643343
8,120,relu,0.2,Adam,0.01,0.0,,-0.10936751674271683
8,120,relu,0.2,Adam,0.01,1e-05,,-0.030527774081025028
8,120,relu,0.2,Adam,0.001,0.0,,0.7715178406430608
8,120,relu,0.2,Adam,0.001,1e-05,,0.7732294565503995
8,120,relu,0.2,Adam,0.0005,0.0,,0.7084448160491561
8,120,relu,0.2,Adam,0.0005,1e-05,,0.7541514546917865
8,120,tanh,0.2,Adam,0.01,0.0,,0.5605051237406804
8,120,tanh,0.2,Adam,0.01,1e-05,,0.5890471869596479
8,120,tanh,0.2,Adam,0.001,0.0,,0.5688805403734536
8,120,tanh,0.2,Adam,0.001,1e-05,,0.6216802338806904
8,120,tanh,0.2,Adam,0.0005,0.0,,-12.255992509711414
8,120,tanh,0.2,Adam,0.0005,1e-05,,-17.792269768473073
8,120,relu,0.4,Adam,0.01,0.0,,-0.04740033306915148
8,120,relu,0.4,Adam,0.01,1e-05,,-0.06946197534776366
8,120,relu,0.4,Adam,0.001,0.0,,0.7555423251518579
8,120,relu,0.4,Adam,0.001,1e-05,,0.7520512722915736
8,120,relu,0.4,Adam,0.0005,0.0,,0.6922415723116296
8,120,relu,0.4,Adam,0.0005,1e-05,,0.6723238460628238
8,120,tanh,0.4,Adam,0.01,0.0,,0.006473617910268681
8,120,tanh,0.4,Adam,0.01,1e-05,,-0.8749083095561239
8,120,tanh,0.4,Adam,0.001,0.0,,0.34205745825864786
8,120,tanh,0.4,Adam,0.001,1e-05,,-0.15374840012779623
8,120,tanh,0.4,Adam,0.0005,0.0,,-8.541664839535025
8,120,tanh,0.4,Adam,0.0005,1e-05,,-12.525014096835266
8,160,relu,0.2,Adam,0.01,0.0,,-0.04677692347237872
8,160,relu,0.2,Adam,0.01,1e-05,,-0.06587763375086642
8,160,relu,0.2,Adam,0.001,0.0,,0.7544433844733986
8,160,relu,0.2,Adam,0.001,1e-05,,0.7789603758128785
8,160,relu,0.2,Adam,0.0005,0.0,,0.730455414868513
8,160,relu,0.2,Adam,0.0005,1e-05,,0.7546633218399157
8,160,tanh,0.2,Adam,0.01,0.0,,-0.08766518310773619
8,160,tanh,0.2,Adam,0.01,1e-05,,0.46520971055722793
8,160,tanh,0.2,Adam,0.001,0.0,,-0.08898124976239452
8,160,tanh,0.2,Adam,0.001,1e-05,,0.14533012410778834
8,160,tanh,0.2,Adam,0.0005,0.0,,-20.45689954624868
8,160,tanh,0.2,Adam,0.0005,1e-05,,-25.44745968827295
8,160,relu,0.4,Adam,0.01,0.0,,-0.05699825095006528
8,160,relu,0.4,Adam,0.01,1e-05,,-0.09577330536286688
8,160,relu,0.4,Adam,0.001,0.0,,0.7289808616061146
8,160,relu,0.4,Adam,0.001,1e-05,,0.7281813446639714
8,160,relu,0.4,Adam,0.0005,0.0,,0.664378098916907
8,160,relu,0.4,Adam,0.0005,1e-05,,0.7168110786121903
8,160,tanh,0.4,Adam,0.01,0.0,,0.272640031666636
8,160,tanh,0.4,Adam,0.01,1e-05,,-0.3086235509877291
8,160,tanh,0.4,Adam,0.001,0.0,,0.3080629296453413
8,160,tanh,0.4,Adam,0.001,1e-05,,0.18469551830131814
8,160,tanh,0.4,Adam,0.0005,0.0,,-56.51918018569692
8,160,tanh,0.4,Adam,0.0005,1e-05,,-46.89371575057617
8,40,relu,0.2,SGD,0.01,0.0,0.9,0.46573624062802943
8,40,relu,0.2,SGD,0.01,1e-05,0.9,-1.0
8,40,relu,0.2,SGD,0.001,0.0,0.9,0.5783622095427642
8,40,relu,0.2,SGD,0.001,1e-05,0.9,0.5154253716096067
8,40,relu,0.2,SGD,0.0005,0.0,0.9,0.6469023303157347
8,40,relu,0.2,SGD,0.0005,1e-05,0.9,0.6236093000944316
8,40,tanh,0.2,SGD,0.01,0.0,0.9,-0.0005453874791914171
8,40,tanh,0.2,SGD,0.01,1e-05,0.9,-0.042062301912544786
8,40,tanh,0.2,SGD,0.001,0.0,0.9,-0.1209529102828808
8,40,tanh,0.2,SGD,0.001,1e-05,0.9,-0.05254433581932605
8,40,tanh,0.2,SGD,0.0005,0.0,0.9,0.5624819348422163
8,40,tanh,0.2,SGD,0.0005,1e-05,0.9,0.5923384540549783
8,40,relu,0.4,SGD,0.01,0.0,0.9,-1.0
8,40,relu,0.4,SGD,0.01,1e-05,0.9,0.39725017837940335
8,40,relu,0.4,SGD,0.001,0.0,0.9,0.3738365186806982
8,40,relu,0.4,SGD,0.001,1e-05,0.9,-0.08641273700739882
8,40,relu,0.4,SGD,0.0005,0.0,0.9,0.18131459191353516
8,40,relu,0.4,SGD,0.0005,1e-05,0.9,-0.00031850374372366375
8,40,tanh,0.4,SGD,0.01,0.0,0.9,0.4133861905675563
8,40,tanh,0.4,SGD,0.01,1e-05,0.9,-0.08330215502359906
8,40,tanh,0.4,SGD,0.001,0.0,0.9,-0.07082340591152758
8,40,tanh,0.4,SGD,0.001,1e-05,0.9,-0.06696715304249734
8,40,tanh,0.4,SGD,0.0005,0.0,0.9,-0.0423062186094576
8,40,tanh,0.4,SGD,0.0005,1e-05,0.9,0.21403794947307253
8,80,relu,0.2,SGD,0.01,0.0,0.9,0.762212889782198
8,80,relu,0.2,SGD,0.01,1e-05,0.9,-1.0
8,80,relu,0.2,SGD,0.001,0.0,0.9,0.7184665181213586
8,80,relu,0.2,SGD,0.001,1e-05,0.9,0.7089867273476154
8,80,relu,0.2,SGD,0.0005,0.0,0.9,0.654955971386137
8,80,relu,0.2,SGD,0.0005,1e-05,0.9,0.6856174998241227
8,80,tanh,0.2,SGD,0.01,0.0,0.9,0.6492639752957053
8,80,tanh,0.2,SGD,0.01,1e-05,0.9,0.5243629163737804
8,80,tanh,0.2,SGD,0.001,0.0,0.9,0.6035728281558759
8,80,tanh,0.2,SGD,0.001,1e-05,0.9,0.6079156217116233
8,80,tanh,0.2,SGD,0.0005,0.0,0.9,0.6184989794017526
8,80,tanh,0.2,SGD,0.0005,1e-05,0.9,0.5982268310850553
8,80,relu,0.4,SGD,0.01,0.0,0.9,-1.0
8,80,relu,0.4,SGD,0.01,1e-05,0.9,-1.0
8,80,relu,0.4,SGD,0.001,0.0,0.9,0.40519992845636155
8,80,relu,0.4,SGD,0.001,1e-05,0.9,0.35151754199664575
8,80,relu,0.4,SGD,0.0005,0.0,0.9,0.4056769485997088
8,80,relu,0.4,SGD,0.0005,1e-05,0.9,0.20108646213086057
8,80,tanh,0.4,SGD,0.01,0.0,0.9,0.45132098482302696
8,80,tanh,0.4,SGD,0.01,1e-05,0.9,-0.15967228289932867
8,80,tanh,0.4,SGD,0.001,0.0,0.9,-0.1306867463024144
8,80,tanh,0.4,SGD,0.001,1e-05,0.9,-0.021638624716785015
8,80,tanh,0.4,SGD,0.0005,0.0,0.9,-0.05350090833894017
8,80,tanh,0.4,SGD,0.0005,1e-05,0.9,0.10937376067582316
8,120,relu,0.2,SGD,0.01,0.0,0.9,-1.0
8,120,relu,0.2,SGD,0.01,1e-05,0.9,0.7584516623759718
8,120,relu,0.2,SGD,0.001,0.0,0.9,0.714778202342014
8,120,relu,0.2,SGD,0.001,1e-05,0.9,0.732848534287627
8,120,relu,0.2,SGD,0.0005,0.0,0.9,0.6863275074031783
8,120,relu,0.2,SGD,0.0005,1e-05,0.9,0.7100679508584564
8,120,tanh,0.2,SGD,0.01,0.0,0.9,0.4768890135757916
8,120,tanh,0.2,SGD,0.01,1e-05,0.9,0.7051319849299158
8,120,tanh,0.2,SGD,0.001,0.0,0.9,0.6113701265810487
8,120,tanh,0.2,SGD,0.001,1e-05,0.9,0.6424377553583668
8,120,tanh,0.2,SGD,0.0005,0.0,0.9,0.6016252146056942
8,120,tanh,0.2,SGD,0.0005,1e-05,0.9,0.5626469880003442
8,120,relu,0.4,SGD,0.01,0.0,0.9,-1.0
8,120,relu,0.4,SGD,0.01,1e-05,0.9,-1.0
8,120,relu,0.4,SGD,0.001,0.0,0.9,0.49158128880586804
8,120,relu,0.4,SGD,0.001,1e-05,0.9,0.46960780627169696
8,120,relu,0.4,SGD,0.0005,0.0,0.9,0.28901018762449204
8,120,relu,0.4,SGD,0.0005,1e-05,0.9,0.5309067576441522
8,120,tanh,0.4,SGD,0.01,0.0,0.9,0.21997850001649233
8,120,tanh,0.4,SGD,0.01,1e-05,0.9,-1.9557138780119727
8,120,tanh,0.4,SGD,0.001,0.0,0.9,-0.031183374959762533
8,120,tanh,0.4,SGD,0.001,1e-05,0.9,-0.10308812246191934
8,120,tanh,0.4,SGD,0.0005,0.0,0.9,0.008532030948703917
8,120,tanh,0.4,SGD,0.0005,1e-05,0.9,-0.0614479888687498
8,160,relu,0.2,SGD,0.01,0.0,0.9,-1.0
8,160,relu,0.2,SGD,0.01,1e-05,0.9,-1.0
8,160,relu,0.2,SGD,0.001,0.0,0.9,0.742928804283299
8,160,relu,0.2,SGD,0.001,1e-05,0.9,0.7390632746981263
8,160,relu,0.2,SGD,0.0005,0.0,0.9,0.7308004791469804
8,160,relu,0.2,SGD,0.0005,1e-05,0.9,0.7093191755231008
8,160,tanh,0.2,SGD,0.01,0.0,0.9,0.6788860996565933
8,160,tanh,0.2,SGD,0.01,1e-05,0.9,0.6747694399683353
8,160,tanh,0.2,SGD,0.001,0.0,0.9,0.614796678878038
8,160,tanh,0.2,SGD,0.001,1e-05,0.9,0.6336969894582589
8,160,tanh,0.2,SGD,0.0005,0.0,0.9,0.4257366718029991
8,160,tanh,0.2,SGD,0.0005,1e-05,0.9,0.3579404198738598
8,160,relu,0.4,SGD,0.01,0.0,0.9,-1.0
8,160,relu,0.4,SGD,0.01,1e-05,0.9,-1.0
8,160,relu,0.4,SGD,0.001,0.0,0.9,0.4945275237211455
8,160,relu,0.4,SGD,0.001,1e-05,0.9,0.6335014267336506
8,160,relu,0.4,SGD,0.0005,0.0,0.9,0.43770151651878675
8,160,relu,0.4,SGD,0.0005,1e-05,0.9,0.518954517653621
8,160,tanh,0.4,SGD,0.01,0.0,0.9,-0.3541746342736338
8,160,tanh,0.4,SGD,0.01,1e-05,0.9,-0.3352894476919086
8,160,tanh,0.4,SGD,0.001,0.0,0.9,-0.21929253281209582
8,160,tanh,0.4,SGD,0.001,1e-05,0.9,-0.16282739965332493
8,160,tanh,0.4,SGD,0.0005,0.0,0.9,-0.1607022042698314
8,160,tanh,0.4,SGD,0.0005,1e-05,0.9,-0.36178943839343347
2,160,relu,0.2,Adam,0.01,0.0,,0.6959949275526994
2,160,relu,0.2,Adam,0.01,1e-05,,0.6618056419216648
2,160,relu,0.2,Adam,0.001,0.0,,0.6412449000033436
2,160,relu,0.2,Adam,0.001,1e-05,,0.6981412617596127
2,160,relu,0.2,Adam,0.0005,0.0,,0.6934315254316272
2,160,relu,0.2,Adam,0.0005,1e-05,,0.6870242533369284
2,160,tanh,0.2,Adam,0.01,0.0,,0.6434673582918227
2,160,tanh,0.2,Adam,0.01,1e-05,,0.6884652643383421
2,160,tanh,0.2,Adam,0.001,0.0,,-5.542183387334005
2,160,tanh,0.2,Adam,0.001,1e-05,,-5.4116733266344
2,160,tanh,0.2,Adam,0.0005,0.0,,-3.4187348064731653
2,160,tanh,0.2,Adam,0.0005,1e-05,,-3.955925658159785
2,160,relu,0.4,Adam,0.01,0.0,,0.6448900690022856
2,160,relu,0.4,Adam,0.01,1e-05,,0.6659217299828011
2,160,relu,0.4,Adam,0.001,0.0,,0.6603804450430479
2,160,relu,0.4,Adam,0.001,1e-05,,0.6586455238010152
2,160,relu,0.4,Adam,0.0005,0.0,,0.680591111615366
2,160,relu,0.4,Adam,0.0005,1e-05,,0.6688231946261622
2,160,tanh,0.4,Adam,0.01,0.0,,0.3154254940255351
2,160,tanh,0.4,Adam,0.01,1e-05,,-0.5833723036452627
2,160,tanh,0.4,Adam,0.001,0.0,,-8.116447937621306
2,160,tanh,0.4,Adam,0.001,1e-05,,-8.702648353210026
2,160,tanh,0.4,Adam,0.0005,0.0,,-116.22351791619285
2,160,tanh,0.4,Adam,0.0005,1e-05,,-98.58480558646285
4,160,relu,0.2,Adam,0.01,0.0,,0.6997640014124085
4,160,relu,0.2,Adam,0.01,1e-05,,0.5961148332437642
4,160,relu,0.2,Adam,0.001,0.0,,0.7765142830583855
4,160,relu,0.2,Adam,0.001,1e-05,,0.7760112109987984
4,160,relu,0.2,Adam,0.0005,0.0,,0.7679868551627818
4,160,relu,0.2,Adam,0.0005,1e-05,,0.7536328988781039
4,160,tanh,0.2,Adam,0.01,0.0,,0.3448598080265235
4,160,tanh,0.2,Adam,0.01,1e-05,,0.5448052679293663
4,160,tanh,0.2,Adam,0.001,0.0,,-13.51910836040573
4,160,tanh,0.2,Adam,0.001,1e-05,,-9.179380623116693
4,160,tanh,0.2,Adam,0.0005,0.0,,-102.69742342454471
4,160,tanh,0.2,Adam,0.0005,1e-05,,-120.90589763935391
4,160,relu,0.4,Adam,0.01,0.0,,0.5285995878749196
4,160,relu,0.4,Adam,0.01,1e-05,,0.46856597262711785
4,160,relu,0.4,Adam,0.001,0.0,,0.7575841423925656
4,160,relu,0.4,Adam,0.001,1e-05,,0.7766038411207012
4,160,relu,0.4,Adam,0.0005,0.0,,0.7583025144023057
4,160,relu,0.4,Adam,0.0005,1e-05,,0.7274105470390104
4,160,tanh,0.4,Adam,0.01,0.0,,-1.6356557184141782
4,160,tanh,0.4,Adam,0.01,1e-05,,-0.8264276402738355
4,160,tanh,0.4,Adam,0.001,0.0,,-1.8316565508362288
4,160,tanh,0.4,Adam,0.001,1e-05,,-0.9392294355410316
4,160,tanh,0.4,Adam,0.0005,0.0,,-1496.2828699398012
4,160,tanh,0.4,Adam,0.0005,1e-05,,-1935.2330548209593
6,160,relu,0.2,Adam,0.01,0.0,,0.2863595170754243
6,160,relu,0.2,Adam,0.01,1e-05,,0.2541619936373156
6,160,relu,0.2,Adam,0.001,0.0,,0.7794243973765932
6,160,relu,0.2,Adam,0.001,1e-05,,0.7373128739789478
6,160,relu,0.2,Adam,0.0005,0.0,,0.7328708122751734
6,160,relu,0.2,Adam,0.0005,1e-05,,0.7535064784921067
6,160,tanh,0.2,Adam,0.01,0.0,,-0.21190052151099192
6,160,tanh,0.2,Adam,0.01,1e-05,,0.6544905448954579
6,160,tanh,0.2,Adam,0.001,0.0,,-2.502833681348946
6,160,tanh,0.2,Adam,0.001,1e-05,,-2.4392709096057503
6,160,tanh,0.2,Adam,0.0005,0.0,,-47.38906642250187
6,160,tanh,0.2,Adam,0.0005,1e-05,,-64.24671240208
6,160,relu,0.4,Adam,0.01,0.0,,-0.0687695251142082
6,160,relu,0.4,Adam,0.01,1e-05,,-0.06497168850650525
6,160,relu,0.4,Adam,0.001,0.0,,0.770955636206682
6,160,relu,0.4,Adam,0.001,1e-05,,0.7710051705688447
6,160,relu,0.4,Adam,0.0005,0.0,,0.7141429007145069
6,160,relu,0.4,Adam,0.0005,1e-05,,0.7458946971033403
6,160,tanh,0.4,Adam,0.01,0.0,,0.3488314996749684
6,160,tanh,0.4,Adam,0.01,1e-05,,-0.48612526092983965
6,160,tanh,0.4,Adam,0.001,0.0,,0.037734803781924287
6,160,tanh,0.4,Adam,0.001,1e-05,,-0.22107800389292875
6,160,tanh,0.4,Adam,0.0005,0.0,,-329.725290475597
6,160,tanh,0.4,Adam,0.0005,1e-05,,-308.9510841644212
2,160,relu,0.2,SGD,0.01,0.0,0.9,-1.0
2,160,relu,0.2,SGD,0.01,1e-05,0.9,0.7584515329484525
2,160,relu,0.2,SGD,0.001,0.0,0.9,0.725113806556121
2,160,relu,0.2,SGD,0.001,1e-05,0.9,0.7098854164362763
2,160,relu,0.2,SGD,0.0005,0.0,0.9,0.713138374039859
2,160,relu,0.2,SGD,0.0005,1e-05,0.9,0.7151426524224995
2,160,tanh,0.2,SGD,0.01,0.0,0.9,0.6793793420168881
2,160,tanh,0.2,SGD,0.01,1e-05,0.9,0.6453274974954939
2,160,tanh,0.2,SGD,0.001,0.0,0.9,0.6417844670450532
2,160,tanh,0.2,SGD,0.001,1e-05,0.9,0.6293268351896923
2,160,tanh,0.2,SGD,0.0005,0.0,0.9,0.5215285425553535
2,160,tanh,0.2,SGD,0.0005,1e-05,0.9,0.5553401812711491
2,160,relu,0.4,SGD,0.01,0.0,0.9,-1.0
2,160,relu,0.4,SGD,0.01,1e-05,0.9,0.722592605981403
2,160,relu,0.4,SGD,0.001,0.0,0.9,0.7081348708996049
2,160,relu,0.4,SGD,0.001,1e-05,0.9,0.7027279470003447
2,160,relu,0.4,SGD,0.0005,0.0,0.9,0.6957885046184886
2,160,relu,0.4,SGD,0.0005,1e-05,0.9,0.6938728420738709
2,160,tanh,0.4,SGD,0.01,0.0,0.9,0.5149283635242725
2,160,tanh,0.4,SGD,0.01,1e-05,0.9,0.5782037259374775
2,160,tanh,0.4,SGD,0.001,0.0,0.9,0.48677170815198567
2,160,tanh,0.4,SGD,0.001,1e-05,0.9,0.4857303084959673
2,160,tanh,0.4,SGD,0.0005,0.0,0.9,0.23216779915669372
2,160,tanh,0.4,SGD,0.0005,1e-05,0.9,0.2920290726288989
4,160,relu,0.2,SGD,0.01,0.0,0.9,0.7767798438382585
4,160,relu,0.2,SGD,0.01,1e-05,0.9,0.6116476203055996
4,160,relu,0.2,SGD,0.001,0.0,0.9,0.7146892277157644
4,160,relu,0.2,SGD,0.001,1e-05,0.9,0.7395806742308304
4,160,relu,0.2,SGD,0.0005,0.0,0.9,0.7216228062096455
4,160,relu,0.2,SGD,0.0005,1e-05,0.9,0.7186704034268673
4,160,tanh,0.2,SGD,0.01,0.0,0.9,0.6815759805986479
4,160,tanh,0.2,SGD,0.01,1e-05,0.9,0.644891547731546
4,160,tanh,0.2,SGD,0.001,0.0,0.9,0.5497012422148321
4,160,tanh,0.2,SGD,0.001,1e-05,0.9,0.6126665784219639
4,160,tanh,0.2,SGD,0.0005,0.0,0.9,-0.9421645225449404
4,160,tanh,0.2,SGD,0.0005,1e-05,0.9,-1.770463660263815
4,160,relu,0.4,SGD,0.01,0.0,0.9,-1.0
4,160,relu,0.4,SGD,0.01,1e-05,0.9,0.6580122115133775
4,160,relu,0.4,SGD,0.001,0.0,0.9,0.7013215444769856
4,160,relu,0.4,SGD,0.001,1e-05,0.9,0.7080079109855282
4,160,relu,0.4,SGD,0.0005,0.0,0.9,0.6852192424689152
4,160,relu,0.4,SGD,0.0005,1e-05,0.9,0.6845496042803925
4,160,tanh,0.4,SGD,0.01,0.0,0.9,0.1428170157285692
4,160,tanh,0.4,SGD,0.01,1e-05,0.9,0.5689552800649864
4,160,tanh,0.4,SGD,0.001,0.0,0.9,0.3792218701401572
4,160,tanh,0.4,SGD,0.001,1e-05,0.9,0.4358289545876759
4,160,tanh,0.4,SGD,0.0005,0.0,0.9,0.1282470775858906
4,160,tanh,0.4,SGD,0.0005,1e-05,0.9,0.27575994928750014
6,160,relu,0.2,SGD,0.01,0.0,0.9,0.7813401928360628
6,160,relu,0.2,SGD,0.01,1e-05,0.9,0.7738147571985516
6,160,relu,0.2,SGD,0.001,0.0,0.9,0.7554766194776926
6,160,relu,0.2,SGD,0.001,1e-05,0.9,0.7428857194371481
6,160,relu,0.2,SGD,0.0005,0.0,0.9,0.719905543095368
6,160,relu,0.2,SGD,0.0005,1e-05,0.9,0.7272547742520735
6,160,tanh,0.2,SGD,0.01,0.0,0.9,0.6526937499975554
6,160,tanh,0.2,SGD,0.01,1e-05,0.9,0.605311659442506
6,160,tanh,0.2,SGD,0.001,0.0,0.9,0.6596945475576366
6,160,tanh,0.2,SGD,0.001,1e-05,0.9,0.5730884137647325
6,160,tanh,0.2,SGD,0.0005,0.0,0.9,0.3990736896627668
6,160,tanh,0.2,SGD,0.0005,1e-05,0.9,0.41639808626571617
6,160,relu,0.4,SGD,0.01,0.0,0.9,0.7361863577040895
6,160,relu,0.4,SGD,0.01,1e-05,0.9,-1.0
6,160,relu,0.4,SGD,0.001,0.0,0.9,0.6982890322736092
6,160,relu,0.4,SGD,0.001,1e-05,0.9,0.7100139319449413
6,160,relu,0.4,SGD,0.0005,0.0,0.9,0.6805736591072751
6,160,relu,0.4,SGD,0.0005,1e-05,0.9,0.6780674495526384
6,160,tanh,0.4,SGD,0.01,0.0,0.9,-0.37186876839932625
6,160,tanh,0.4,SGD,0.01,1e-05,0.9,-0.8446841899942037
6,160,tanh,0.4,SGD,0.001,0.0,0.9,0.34636529851336506
6,160,tanh,0.4,SGD,0.001,1e-05,0.9,0.26646538113148244
6,160,tanh,0.4,SGD,0.0005,0.0,0.9,0.1407136260251306
6,160,tanh,0.4,SGD,0.0005,1e-05,0.9,0.2118218354683744
